year,district,crop,season,area,production
2009,Coimbatore,Black Gram,Kharif,89.26,410.41
2010,Coimbatore,Rice,Kharif,98.73,289.99
2010,Coimbatore,Rice,Kharif,103.89,395.69
2010,Coimbatore,Black Gram,Kharif,98.83,342.92
2010,Coimbatore,Black Gram,Kharif,63.85,421.64
2011,Coimbatore,Rice,Kharif,64.4,259.27
2011,Coimbatore,Rice,Kharif,74.62,264.44
2011,Coimbatore,Black Gram,Kharif,107.28,256.34
2011,Coimbatore,Black Gram,Kharif,50.72,342.71
2012,Coimbatore,Rice,Kharif,84.97,416.14
2012,Coimbatore,Rice,Kharif,56.26,329.19
2012,Coimbatore,Black Gram,Kharif,49.49,363.25
2012,Coimbatore,Black Gram,Kharif,71.56,276.53
2013,Coimbatore,Rice,Kharif,74.33,405.52
2013,Coimbatore,Rice,Kharif,72.31,249.39
2013,Coimbatore,Black Gram,Kharif,92.86,383.11
2013,Coimbatore,Black Gram,Kharif,121.23,366.29
2014,Coimbatore,Rice,Kharif,55.96,278.26
2014,Coimbatore,Rice,Kharif,60.97,324.5
2014,Coimbatore,Black Gram,Kharif,85.97,331.21
2014,Coimbatore,Black Gram,Kharif,105.3,299.71
2015,Coimbatore,Rice,Kharif,107.8,360.96
2015,Coimbatore,Rice,Kharif,125.94,364.23
2015,Coimbatore,Black Gram,Kharif,118.35,252.19
2015,Coimbatore,Black Gram,Kharif,127.55,339.21
2016,Coimbatore,Rice,Kharif,125.14,355.05
2016,Coimbatore,Rice,Kharif,101.92,386.72
2016,Coimbatore,Black Gram,Kharif,73.98,299.17
2016,Coimbatore,Black Gram,Kharif,55.55,294.78
2017,Coimbatore,Rice,Kharif,101.74,411.06
2017,Coimbatore,Rice,Kharif,54.75,250.82
2017,Coimbatore,Black Gram,Kharif,80.01,305.53
2017,Coimbatore,Black Gram,Kharif,84.83,424.64
2018,Coimbatore,Rice,Kharif,105.12,331.78
2018,Coimbatore,Rice,Kharif,70.31,251.76
2018,Coimbatore,Black Gram,Kharif,105.44,340.96
2018,Coimbatore,Black Gram,Kharif,118.68,275.71
2019,Coimbatore,Rice,Kharif,53.92,365.65
2019,Coimbatore,Rice,Kharif,54.58,409.34
2019,Coimbatore,Black Gram,Kharif,55.09,295.34
2019,Coimbatore,Black Gram,Kharif,86.12,394.2
2020,Coimbatore,Rice,Kharif,96.74,240.55
2020,Coimbatore,Rice,Kharif,75.81,299.91
2020,Coimbatore,Black Gram,Kharif,119.94,355.77
2020,Coimbatore,Black Gram,Kharif,61.57,386.46
2021,Coimbatore,Rice,Kharif,99.17,319.17
2021,Coimbatore,Rice,Kharif,111.82,402.01
2021,Coimbatore,Black Gram,Kharif,61.16,374.92
2021,Coimbatore,Black Gram,Kharif,113.38,269.15
2009,Salem,Rice,Rabi,93.44,480.77
2009,Salem,Rice,Kharif,130.17,776.8
2009,Salem,Rice,Rabi,93.41,734.13
2009,Salem,Rice,Kharif,68.74,690.33
2009,Salem,Black Gram,Rabi,118.76,442.35
2009,Salem,Black Gram,Kharif,70.4,280.82
2009,Salem,Black Gram,Rabi,94.22,586.09
2009,Salem,Black Gram,Kharif,131.35,651.1
2010,Salem,Rice,Rabi,131.98,389.5
2010,Salem,Rice,Kharif,52.89,225.47
2010,Salem,Rice,Rabi,44.54,720.51
2010,Salem,Rice,Kharif,44.22,320.81
2010,Salem,Black Gram,Rabi,70.3,757.1
2010,Salem,Black Gram,Kharif,83.96,286.75
2010,Salem,Black Gram,Rabi,127.3,394.92
2010,Salem,Black Gram,Kharif,128.1,680.05
2011,Salem,Rice,Rabi,80.64,275.74
2011,Salem,Rice,Kharif,139.98,717.19
2011,Salem,Rice,Rabi,146.54,729.57
2011,Salem,Rice,Kharif,47.13,769.35
2011,Salem,Black Gram,Rabi,73.97,646.2
2011,Salem,Black Gram,Kharif,59.75,320.28
2011,Salem,Black Gram,Rabi,84.84,786.97
2011,Salem,Black Gram,Kharif,52.17,258.09
2012,Salem,Rice,Rabi,96.59,592.55
2012,Salem,Rice,Kharif,61.94,656.28
2012,Salem,Rice,Rabi,128.5,744
2012,Salem,Rice,Kharif,53.65,353.39
2012,Salem,Black Gram,Rabi,98.6,660.88
2012,Salem,Black Gram,Kharif,108.92,644.8
2012,Salem,Black Gram,Rabi,65.03,760.38
2012,Salem,Black Gram,Kharif,54.49,324.41
2013,Salem,Rice,Rabi,70.9,313.56
2013,Salem,Rice,Kharif,61.76,428.33
2013,Salem,Rice,Rabi,102.99,285.61
2013,Salem,Rice,Kharif,99.66,411.54
2013,Salem,Black Gram,Rabi,130.02,354.01
2013,Salem,Black Gram,Kharif,49.59,788.54
2013,Salem,Black Gram,Rabi,100.28,381.75
2013,Salem,Black Gram,Kharif,146.36,322.87
2014,Salem,Rice,Rabi,107.6,352.46
2014,Salem,Rice,Kharif,41.19,594.9
2014,Salem,Rice,Rabi,115.06,565.01
2014,Salem,Rice,Kharif,125.6,599.88
2014,Salem,Black Gram,Rabi,110.24,691.35
2014,Salem,Black Gram,Kharif,61.1,766.29
2014,Salem,Black Gram,Rabi,102.51,424.39
2014,Salem,Black Gram,Kharif,59.01,540.3
2015,Salem,Rice,Rabi,88.85,267.99
2015,Salem,Rice,Kharif,50.44,246.08
2015,Salem,Rice,Rabi,134.7,331.82
2015,Salem,Rice,Kharif,78.16,735.6
2015,Salem,Black Gram,Rabi,64.7,368.06
2015,Salem,Black Gram,Kharif,56.27,733.16
2015,Salem,Black Gram,Rabi,67.66,689.75
2015,Salem,Black Gram,Kharif,83.22,305.91
2016,Salem,Rice,Rabi,93.42,407.88
2016,Salem,Rice,Kharif,116.29,527.96
2016,Salem,Rice,Rabi,68.44,325.21
2016,Salem,Rice,Kharif,40.28,507.9
2016,Salem,Black Gram,Rabi,146.67,312.61
2016,Salem,Black Gram,Kharif,60.06,472.11
2016,Salem,Black Gram,Rabi,51.33,753.14
2016,Salem,Black Gram,Kharif,39.92,234.2
2017,Salem,Rice,Rabi,105.04,526.8
2017,Salem,Rice,Kharif,110.22,457.51
2017,Salem,Rice,Rabi,146.06,655.49
2017,Salem,Rice,Kharif,44.35,577.09
2017,Salem,Black Gram,Rabi,113.99,624.97
2017,Salem,Black Gram,Kharif,80.82,399.37
2017,Salem,Black Gram,Rabi,61.91,275.33
2017,Salem,Black Gram,Kharif,144.67,696.43
2018,Salem,Rice,Rabi,86.58,271.26
2018,Salem,Rice,Kharif,136.99,429.9
2018,Salem,Rice,Rabi,129.28,250.57
2018,Salem,Rice,Kharif,93.61,254.33
2018,Salem,Black Gram,Rabi,56.13,360.26
2018,Salem,Black Gram,Kharif,78.49,535.56
2018,Salem,Black Gram,Rabi,125.64,264.89
2018,Salem,Black Gram,Kharif,49.92,554.06
2019,Salem,Rice,Rabi,143.04,747.42
2019,Salem,Rice,Kharif,142.17,758.29
2019,Salem,Rice,Rabi,57.78,270.89
2019,Salem,Rice,Kharif,60.41,571.98
2019,Salem,Black Gram,Rabi,53.6,264.69
2019,Salem,Black Gram,Kharif,105.58,439.94
2019,Salem,Black Gram,Rabi,127.79,552.62
2019,Salem,Black Gram,Kharif,133.97,350.77
2020,Salem,Rice,Rabi,97.89,273.05
2020,Salem,Rice,Kharif,83.34,658.84
2020,Salem,Rice,Rabi,70.16,259.62
2020,Salem,Rice,Kharif,57.81,572.83
2020,Salem,Black Gram,Rabi,124.83,607.57
2020,Salem,Black Gram,Kharif,107.85,235.58
2020,Salem,Black Gram,Rabi,84.46,286.4
2020,Salem,Black Gram,Kharif,95.19,666.71
2021,Salem,Rice,Rabi,103.65,687.18
2021,Salem,Rice,Kharif,46.78,633.08
2021,Salem,Rice,Rabi,62.3,437.23
2021,Salem,Rice,Kharif,107.39,671.49
2021,Salem,Black Gram,Rabi,79.42,454.67
2021,Salem,Black Gram,Kharif,146.05,645.7
2021,Salem,Black Gram,Rabi,108.78,320.99
2021,Salem,Black Gram,Kharif,61.39,469.53
2009,Salem,Rice,Rabi,55.28,644.56
2009,Salem,Rice,Kharif,131.75,544.15
2009,Salem,Rice,Rabi,128.37,477.18
2009,Salem,Rice,Kharif,76.05,383.97
2009,Salem,Black Gram,Rabi,68.07,309.18
2009,Salem,Black Gram,Kharif,128.09,469.98
2009,Salem,Black Gram,Rabi,120.25,458.39
2009,Salem,Black Gram,Kharif,140.31,627.63
2010,Salem,Rice,Rabi,69.55,296.89
2010,Salem,Rice,Kharif,43.1,586.24
2010,Salem,Rice,Rabi,130.99,501.08
2010,Salem,Rice,Kharif,128.52,406.81
2010,Salem,Black Gram,Rabi,67.12,356.32
2010,Salem,Black Gram,Kharif,97.95,462.15
2010,Salem,Black Gram,Rabi,56.4,487.31
2010,Salem,Black Gram,Kharif,72.27,561.65
2011,Salem,Rice,Rabi,110.94,643.36
2011,Salem,Rice,Kharif,43.12,506.06
2011,Salem,Rice,Rabi,61.77,713.43
2011,Salem,Rice,Kharif,146.52,714.86
2011,Salem,Black Gram,Rabi,137.38,708.51
2011,Salem,Black Gram,Kharif,115.98,643.11
2011,Salem,Black Gram,Rabi,58.44,667.92
2011,Salem,Black Gram,Kharif,62.38,599.31
2012,Salem,Rice,Rabi,76.95,530.64
2012,Salem,Rice,Kharif,71.2,663.13
2012,Salem,Rice,Rabi,131.01,468.78
2012,Salem,Rice,Kharif,115.32,348.52
2012,Salem,Black Gram,Rabi,50.41,584.64
2012,Salem,Black Gram,Kharif,39.96,228.2
2012,Salem,Black Gram,Rabi,138.36,729.8
2012,Salem,Black Gram,Kharif,125.72,343.59
2013,Salem,Rice,Rabi,133.34,468.8
2013,Salem,Rice,Kharif,43.41,675.08
2013,Salem,Rice,Rabi,39.57,642.7
2013,Salem,Rice,Kharif,40.13,646.93
2013,Salem,Black Gram,Rabi,40.09,360.27
2013,Salem,Black Gram,Kharif,146.03,478.53
2013,Salem,Black Gram,Rabi,81.73,322.02
2013,Salem,Black Gram,Kharif,104.56,612.27
2014,Salem,Rice,Rabi,92.73,289.8
2014,Salem,Rice,Kharif,76.03,280.43
2014,Salem,Rice,Rabi,127.03,321.07
2014,Salem,Rice,Kharif,51.64,771.04
2014,Salem,Black Gram,Rabi,67.99,613.5
2014,Salem,Black Gram,Kharif,106.49,270.46
2014,Salem,Black Gram,Rabi,113.15,717
2014,Salem,Black Gram,Kharif,55.45,227.61
2015,Salem,Rice,Rabi,90.56,789.73
2015,Salem,Rice,Kharif,130.74,510.01
2015,Salem,Rice,Rabi,71.96,451.97
2015,Salem,Rice,Kharif,125.63,417.29
2015,Salem,Black Gram,Rabi,115.17,755.12
2015,Salem,Black Gram,Kharif,106.41,632.87
2015,Salem,Black Gram,Rabi,107.1,776.58
2015,Salem,Black Gram,Kharif,45.3,502.07
2016,Salem,Rice,Rabi,49.79,622.41
2016,Salem,Rice,Kharif,39.85,781.87
2016,Salem,Rice,Rabi,106.49,304.44
2016,Salem,Rice,Kharif,78.09,622.85
2016,Salem,Black Gram,Rabi,74.51,497.41
2016,Salem,Black Gram,Kharif,101.87,381.08
2016,Salem,Black Gram,Rabi,89.6,344.14
2016,Salem,Black Gram,Kharif,130.56,771.14
2017,Salem,Rice,Rabi,74.87,579.99
2017,Salem,Rice,Kharif,108.58,430.21
2017,Salem,Rice,Rabi,94.18,226.2
2017,Salem,Rice,Kharif,81.48,321.16
2017,Salem,Black Gram,Rabi,39.19,495.82
2017,Salem,Black Gram,Kharif,127.35,365.49
2017,Salem,Black Gram,Rabi,139.96,471.75
2017,Salem,Black Gram,Kharif,65.19,750.74
2018,Salem,Rice,Rabi,69.86,355.01
2018,Salem,Rice,Kharif,145.14,707.94
2018,Salem,Rice,Rabi,146.91,311.78
2018,Salem,Rice,Kharif,113.27,280.52
2018,Salem,Black Gram,Rabi,122.72,592.31
2018,Salem,Black Gram,Kharif,53.4,494.8
2018,Salem,Black Gram,Rabi,90.8,366.33
2018,Salem,Black Gram,Kharif,114.81,589.83
2019,Salem,Rice,Rabi,59,656.92
2019,Salem,Rice,Kharif,129.04,494.72
2019,Salem,Rice,Rabi,77.81,487.62
2019,Salem,Rice,Kharif,139.1,378.79
2019,Salem,Black Gram,Rabi,141.24,675.41
2019,Salem,Black Gram,Kharif,39.65,499.44
2019,Salem,Black Gram,Rabi,131.78,477.54
2019,Salem,Black Gram,Kharif,67.24,713.66
2020,Salem,Rice,Rabi,92.48,370.18
2020,Salem,Rice,Kharif,108.83,621.81
2020,Salem,Rice,Rabi,40.39,484.27
2020,Salem,Rice,Kharif,72.36,397.47
2020,Salem,Black Gram,Rabi,139.34,661.84
2020,Salem,Black Gram,Kharif,64.13,561.89
2020,Salem,Black Gram,Rabi,82.26,613.81
2020,Salem,Black Gram,Kharif,71.44,323.73
2021,Salem,Rice,Rabi,45.64,779.13
2021,Salem,Rice,Kharif,76.02,639.02
2021,Salem,Rice,Rabi,50.33,448
2021,Salem,Rice,Kharif,124.29,607.02
2021,Salem,Black Gram,Rabi,97.02,458.75
2021,Salem,Black Gram,Kharif,97.87,263.62
2021,Salem,Black Gram,Rabi,41.83,280.89
2021,Salem,Black Gram,Kharif,100.11,349.88
2009,Trichy,Rice,Rabi,203.01,477.52
2009,Trichy,Rice,Rabi,185.46,693.44
2009,Trichy,Black Gram,Rabi,249.55,433.08
2009,Trichy,Black Gram,Rabi,148.26,643.16
2010,Trichy,Rice,Rabi,145.34,256.43
2010,Trichy,Rice,Rabi,243.24,462.12
2010,Trichy,Black Gram,Rabi,120.96,387.03
2010,Trichy,Black Gram,Rabi,143.71,714.08
2011,Trichy,Rice,Rabi,223.89,603.9
2011,Trichy,Rice,Rabi,113.14,559.58
2011,Trichy,Black Gram,Rabi,120.4,787.29
2011,Trichy,Black Gram,Rabi,86.14,250.5
2012,Trichy,Rice,Rabi,113.85,312.36
2012,Trichy,Rice,Rabi,214.32,614.96
2012,Trichy,Black Gram,Rabi,148.17,591.15
2012,Trichy,Black Gram,Rabi,167.51,636.48
2013,Trichy,Rice,Rabi,173.11,506.79
2013,Trichy,Rice,Rabi,167.48,308.3
2013,Trichy,Black Gram,Rabi,99.71,370.23
2013,Trichy,Black Gram,Rabi,239.6,753.03
2014,Trichy,Rice,Rabi,242.87,474.86
2014,Trichy,Rice,Rabi,211.3,396.2
2014,Trichy,Black Gram,Rabi,130.74,472.92
2014,Trichy,Black Gram,Rabi,157.75,729.15
2015,Trichy,Rice,Rabi,269.54,519.2
2015,Trichy,Rice,Rabi,269.12,351.63
2015,Trichy,Black Gram,Rabi,226.33,738.13
2015,Trichy,Black Gram,Rabi,260.25,639.02
2016,Trichy,Rice,Rabi,135.9,321.38
2016,Trichy,Rice,Rabi,203.34,369.69
2016,Trichy,Black Gram,Rabi,250.72,279.83
2016,Trichy,Black Gram,Rabi,97.2,253.44
2017,Trichy,Rice,Rabi,257.7,308.59
2017,Trichy,Rice,Rabi,186.47,689.08
2017,Trichy,Black Gram,Rabi,212.27,308.05
2017,Trichy,Black Gram,Rabi,238.56,588.77
2018,Trichy,Rice,Rabi,110.92,717.74
2018,Trichy,Rice,Rabi,262.06,764.03
2018,Trichy,Black Gram,Rabi,214.07,744.71
2018,Trichy,Black Gram,Rabi,130.58,366.79
2019,Trichy,Rice,Rabi,237.16,428.01
2019,Trichy,Rice,Rabi,159.95,266.34
2019,Trichy,Black Gram,Rabi,205.66,572.13
2019,Trichy,Black Gram,Rabi,97.83,247.63
2020,Trichy,Rice,Rabi,127.13,534.34
2020,Trichy,Rice,Rabi,107.43,308
2020,Trichy,Black Gram,Rabi,162.86,663.15
2020,Trichy,Black Gram,Rabi,103.54,491.99
2021,Trichy,Rice,Rabi,133.74,343.57
2021,Trichy,Rice,Rabi,162.59,629.1
2021,Trichy,Black Gram,Rabi,163.14,730.7
2021,Trichy,Black Gram,Rabi,213.28,505.93
2009,Trichy,Rice,Rabi,218.4,789.98
2009,Trichy,Rice,Rabi,162.08,227.92
2009,Trichy,Black Gram,Rabi,249.87,580.54
2009,Trichy,Black Gram,Rabi,166.19,678.87
2010,Trichy,Rice,Rabi,247.54,688.38
2010,Trichy,Rice,Rabi,109.19,663.05
2010,Trichy,Black Gram,Rabi,198.75,483.02
2010,Trichy,Black Gram,Rabi,123.88,528.21
2011,Trichy,Rice,Rabi,195.03,563.89
2011,Trichy,Rice,Rabi,210.17,706.97
2011,Trichy,Black Gram,Rabi,140.34,307.96
2011,Trichy,Black Gram,Rabi,104.23,525.06
2012,Trichy,Rice,Rabi,169.75,681.16
2012,Trichy,Rice,Rabi,163.58,545.22
2012,Trichy,Black Gram,Rabi,131.25,300.93
2012,Trichy,Black Gram,Rabi,156.37,741.34
2013,Trichy,Rice,Rabi,247.9,704.23
2013,Trichy,Rice,Rabi,213.27,296.69
2013,Trichy,Black Gram,Rabi,143.96,317.74
2013,Trichy,Black Gram,Rabi,184.23,777.29
2014,Trichy,Rice,Rabi,140.82,245.46
2014,Trichy,Rice,Rabi,140.56,352.09
2014,Trichy,Black Gram,Rabi,212.23,708.78
2014,Trichy,Black Gram,Rabi,240.53,335.41
2015,Trichy,Rice,Rabi,176.52,469.98
2015,Trichy,Rice,Rabi,245.01,362.3
2015,Trichy,Black Gram,Rabi,213.68,601.38
2015,Trichy,Black Gram,Rabi,132.15,645.44
2016,Trichy,Rice,Rabi,93.96,326.72
2016,Trichy,Rice,Rabi,264.76,648.41
2016,Trichy,Black Gram,Rabi,143.97,246.72
2016,Trichy,Black Gram,Rabi,237.63,714.58
2017,Trichy,Rice,Rabi,153.97,650.29
2017,Trichy,Rice,Rabi,248.37,408.54
2017,Trichy,Black Gram,Rabi,113.02,285.01
2017,Trichy,Black Gram,Rabi,155.44,488.83
2018,Trichy,Rice,Rabi,146.5,325.01
2018,Trichy,Rice,Rabi,146.4,445.27
2018,Trichy,Black Gram,Rabi,213.7,415.72
2018,Trichy,Black Gram,Rabi,107.74,519.57
2019,Trichy,Rice,Rabi,159.65,479.37
2019,Trichy,Rice,Rabi,261.09,536.47
2019,Trichy,Black Gram,Rabi,230.57,499.24
2019,Trichy,Black Gram,Rabi,234.54,614.1
2020,Trichy,Rice,Rabi,153.92,236.2
2020,Trichy,Rice,Rabi,258.64,713.69
2020,Trichy,Black Gram,Rabi,264.47,653.91
2020,Trichy,Black Gram,Rabi,108.67,688.06
2021,Trichy,Rice,Rabi,194.78,614.42
2021,Trichy,Rice,Rabi,154.55,461.11
2021,Trichy,Black Gram,Rabi,107.09,301.18
2021,Trichy,Black Gram,Rabi,119.92,746.32
2009,Thanjavur,Rice,Kharif,667.29,831.83
2009,Thanjavur,Rice,Kharif,506.17,1129.68
2009,Thanjavur,Black Gram,Kharif,598.76,1029.43
2009,Thanjavur,Black Gram,Kharif,658.1,1373.09
2010,Thanjavur,Rice,Kharif,414.69,921.04
2010,Thanjavur,Rice,Kharif,438.74,1337.49
2010,Thanjavur,Black Gram,Kharif,532.58,677.9
2010,Thanjavur,Black Gram,Kharif,388.98,617.58
2011,Thanjavur,Rice,Kharif,389.54,1404.01
2011,Thanjavur,Rice,Kharif,636.02,1346.47
2011,Thanjavur,Black Gram,Kharif,486.7,777.25
2011,Thanjavur,Black Gram,Kharif,623.06,694.32
2012,Thanjavur,Rice,Kharif,440.04,1290.99
2012,Thanjavur,Rice,Kharif,570.8,878.03
2012,Thanjavur,Black Gram,Kharif,598.66,913.23
2012,Thanjavur,Black Gram,Kharif,419.83,706.3
2013,Thanjavur,Rice,Kharif,574.1,631.09
2013,Thanjavur,Rice,Kharif,650.48,877.27
2013,Thanjavur,Black Gram,Kharif,420.63,750.57
2013,Thanjavur,Black Gram,Kharif,450.75,1110.61
2014,Thanjavur,Rice,Kharif,464.21,617.91
2014,Thanjavur,Rice,Kharif,463.93,985.92
2014,Thanjavur,Black Gram,Kharif,567.73,1275.65
2014,Thanjavur,Black Gram,Kharif,656.53,688.71
2015,Thanjavur,Rice,Kharif,457.36,1230.03
2015,Thanjavur,Rice,Kharif,511.52,1410.54
2015,Thanjavur,Black Gram,Kharif,594.23,622.86
2015,Thanjavur,Black Gram,Kharif,406.57,896.68
2016,Thanjavur,Rice,Kharif,418.95,823.72
2016,Thanjavur,Rice,Kharif,585.52,1051.13
2016,Thanjavur,Black Gram,Kharif,555.9,1258.03
2016,Thanjavur,Black Gram,Kharif,434.88,887.28
2017,Thanjavur,Rice,Kharif,541.29,995.89
2017,Thanjavur,Rice,Kharif,488.4,1220.45
2017,Thanjavur,Black Gram,Kharif,514.84,1323.24
2017,Thanjavur,Black Gram,Kharif,574.52,1277.47
2018,Thanjavur,Rice,Kharif,638.8,1328.58
2018,Thanjavur,Rice,Kharif,531.9,724.91
2018,Thanjavur,Black Gram,Kharif,489.6,1305.66
2018,Thanjavur,Black Gram,Kharif,528.06,655.5
2019,Thanjavur,Rice,Kharif,469.34,955.98
2019,Thanjavur,Rice,Kharif,419.15,975.45
2019,Thanjavur,Black Gram,Kharif,399.81,1390.85
2019,Thanjavur,Black Gram,Kharif,395.34,723.09
2020,Thanjavur,Rice,Kharif,660.13,1271.06
2020,Thanjavur,Rice,Kharif,486.78,927
2020,Thanjavur,Black Gram,Kharif,415.34,899.59
2020,Thanjavur,Black Gram,Kharif,634.05,1079.86
2021,Thanjavur,Rice,Kharif,645.29,1222.04
2021,Thanjavur,Rice,Kharif,444.99,1153.72
2021,Thanjavur,Black Gram,Kharif,536.91,1022.72
2021,Thanjavur,Black Gram,Kharif,447.88,1205.8
2009,Thanjavur,Rice,Kharif,516.97,1410.4
2009,Thanjavur,Rice,Kharif,501.97,699.33
2009,Thanjavur,Black Gram,Kharif,612.46,1231.68
2009,Thanjavur,Black Gram,Kharif,520.5,792.2
2010,Thanjavur,Rice,Kharif,449.21,1162.04
2010,Thanjavur,Rice,Kharif,650.38,1263.68
2010,Thanjavur,Black Gram,Kharif,469.16,922.91
2010,Thanjavur,Black Gram,Kharif,421.46,1076.67
2011,Thanjavur,Rice,Kharif,429.57,1291
2011,Thanjavur,Rice,Kharif,536.9,761.88
2011,Thanjavur,Black Gram,Kharif,381.54,1014.98
2011,Thanjavur,Black Gram,Kharif,653.41,765.44
2012,Thanjavur,Rice,Kharif,511.76,922.39
2012,Thanjavur,Rice,Kharif,482.74,1262.94
2012,Thanjavur,Black Gram,Kharif,487.7,1140.98
2012,Thanjavur,Black Gram,Kharif,583.09,1253.06
2013,Thanjavur,Rice,Kharif,425.08,639.29
2013,Thanjavur,Rice,Kharif,520.27,848.78
2013,Thanjavur,Black Gram,Kharif,415.28,1364.12
2013,Thanjavur,Black Gram,Kharif,633.12,1400.14
2014,Thanjavur,Rice,Kharif,482.48,1006.41
2014,Thanjavur,Rice,Kharif,654.31,652.56
2014,Thanjavur,Black Gram,Kharif,647.88,1353.89
2014,Thanjavur,Black Gram,Kharif,620.98,1399.04
2015,Thanjavur,Rice,Kharif,507.86,1112.63
2015,Thanjavur,Rice,Kharif,667.19,1092.26
2015,Thanjavur,Black Gram,Kharif,605.3,1111.3
2015,Thanjavur,Black Gram,Kharif,529.97,640.85
2016,Thanjavur,Rice,Kharif,657.67,1153.22
2016,Thanjavur,Rice,Kharif,641.97,1396.83
2016,Thanjavur,Black Gram,Kharif,436.57,748.24
2016,Thanjavur,Black Gram,Kharif,396.31,1385.58
2017,Thanjavur,Rice,Kharif,536.33,1047.47
2017,Thanjavur,Rice,Kharif,591.23,1219.46
2017,Thanjavur,Black Gram,Kharif,526.37,986.81
2017,Thanjavur,Black Gram,Kharif,647.5,1330.04
2018,Thanjavur,Rice,Kharif,430.6,895.6
2018,Thanjavur,Rice,Kharif,506.27,613.96
2018,Thanjavur,Black Gram,Kharif,486.48,1392.85
2018,Thanjavur,Black Gram,Kharif,544.26,1253.81
2019,Thanjavur,Rice,Kharif,408.72,1015.45
2019,Thanjavur,Rice,Kharif,428.73,867.46
2019,Thanjavur,Black Gram,Kharif,533.75,1256.92
2019,Thanjavur,Black Gram,Kharif,437.44,1412.4
2020,Thanjavur,Rice,Kharif,543.34,1382.82
2020,Thanjavur,Rice,Kharif,561.86,919.17
2020,Thanjavur,Black Gram,Kharif,648.97,1190.36
2020,Thanjavur,Black Gram,Kharif,619.48,1375.68
2021,Thanjavur,Rice,Kharif,579.35,1396.9
2021,Thanjavur,Rice,Kharif,610.62,1206.39
2021,Thanjavur,Black Gram,Kharif,441.01,729.02
2021,Thanjavur,Black Gram,Kharif,460.56,856.05
2009,Thirunelveli,Rice,Kharif,125.59,568.96
2009,Thirunelveli,Rice,Kharif,154.76,408.49
2009,Thirunelveli,Black Gram,Kharif,144.43,456.36
2009,Thirunelveli,Black Gram,Kharif,84.37,437.5
2010,Thirunelveli,Rice,Kharif,80.73,494.87
2010,Thirunelveli,Rice,Kharif,56.42,502.5
2010,Thirunelveli,Black Gram,Kharif,154.47,365.55
2010,Thirunelveli,Black Gram,Kharif,150.91,488.65
2011,Thirunelveli,Rice,Kharif,79.64,516.03
2011,Thirunelveli,Rice,Kharif,54.96,349.37
2011,Thirunelveli,Black Gram,Kharif,160.02,404.92
2011,Thirunelveli,Black Gram,Kharif,64.27,304.14
2012,Thirunelveli,Rice,Kharif,152.86,605.49
2012,Thirunelveli,Rice,Kharif,53.82,282.71
2012,Thirunelveli,Black Gram,Kharif,161.27,543.76
2012,Thirunelveli,Black Gram,Kharif,166.4,300.32
2013,Thirunelveli,Rice,Kharif,134.55,301.77
2013,Thirunelveli,Rice,Kharif,154.51,511.64
2013,Thirunelveli,Black Gram,Kharif,91.47,492.63
2013,Thirunelveli,Black Gram,Kharif,85.97,489.32
2014,Thirunelveli,Rice,Kharif,57.95,470
2014,Thirunelveli,Rice,Kharif,155.44,304.02
2014,Thirunelveli,Black Gram,Kharif,74.35,447.74
2014,Thirunelveli,Black Gram,Kharif,94.13,508.38
2015,Thirunelveli,Rice,Kharif,100.59,547.75
2015,Thirunelveli,Rice,Kharif,86.49,517.23
2015,Thirunelveli,Black Gram,Kharif,163.74,314.21
2015,Thirunelveli,Black Gram,Kharif,100.41,487.39
2016,Thirunelveli,Rice,Kharif,64.05,376.87
2016,Thirunelveli,Rice,Kharif,170.5,484.3
2016,Thirunelveli,Black Gram,Kharif,105.26,397.03
2016,Thirunelveli,Black Gram,Kharif,128.43,436.38
2017,Thirunelveli,Rice,Kharif,123.62,356.95
2017,Thirunelveli,Rice,Kharif,154.79,495.06
2017,Thirunelveli,Black Gram,Kharif,64.72,489.72
2017,Thirunelveli,Black Gram,Kharif,54.52,555.85
2018,Thirunelveli,Rice,Kharif,92.44,544.48
2018,Thirunelveli,Rice,Kharif,137.13,351.65
2018,Thirunelveli,Black Gram,Kharif,134.23,372.37
2018,Thirunelveli,Black Gram,Kharif,58.82,515.47
2019,Thirunelveli,Rice,Kharif,126.41,495.66
2019,Thirunelveli,Rice,Kharif,58.76,607.63
2019,Thirunelveli,Black Gram,Kharif,77.63,323.19
2019,Thirunelveli,Black Gram,Kharif,78.3,438.36
2020,Thirunelveli,Rice,Kharif,73.49,596.9
2020,Thirunelveli,Rice,Kharif,155.21,459.17
2020,Thirunelveli,Black Gram,Kharif,59.31,304.01
2020,Thirunelveli,Black Gram,Kharif,54.74,543.34
2021,Thirunelveli,Rice,Kharif,66.21,343.45
2021,Thirunelveli,Rice,Kharif,112.99,419.56
2021,Thirunelveli,Black Gram,Kharif,75.29,564.67
2021,Thirunelveli,Black Gram,Kharif,72.64,338.93
2009,Thirunelveli,Rice,Kharif,106.37,471.25
2009,Thirunelveli,Rice,Kharif,117.86,376.99
2009,Thirunelveli,Black Gram,Kharif,95.5,479.81
2009,Thirunelveli,Black Gram,Kharif,167.09,352.44
2010,Thirunelveli,Rice,Kharif,129.23,337.95
2010,Thirunelveli,Rice,Kharif,116.19,293.61
2010,Thirunelveli,Black Gram,Kharif,126.86,528.34
2010,Thirunelveli,Black Gram,Kharif,110.4,364.02
